"status","release_decision","current_exists","species_id","name","creature_id","summon_spell_id","item_ids","item_expansion_ids","pet_type_enum","flags","source_type_enum","source_text"
"guide_confirmed","include_dragonflight","True","4296","Snoozles","212329","426193","210571","8","4","2","2","|cFFFFD200Vendor: |rSylvia Whisperbloom|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h|n|n|cFFFFD200Vendor: |rTalisa Whisperbloom|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h"
"guide_confirmed","include_dragonflight","True","4297","Kal'andu","212399","426319","210633","8","1","82","1","|cFFFFD200Quest: |rBurning Out|n|cFFFFD200Zone: |rEmerald Dream"
"guide_confirmed","include_dragonflight","True","4298","Seedle","212408","426343","210648","8","4","2","2","|cFFFFD200Vendor: |rSylvia Whisperbloom|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h|n|n|cFFFFD200Vendor: |rTalisa Whisperbloom|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h"
"guide_confirmed","include_dragonflight","True","4299","Dustite","212413","426355","210651","8","4","2","2","|cFFFFD200Vendor: |rTalisa Whisperbloom|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h"
"guide_confirmed","include_dragonflight","True","4300","Somnolet","212417","426357","210652","8","4","2","2","|cFFFFD200Vendor: |rElianna|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hcurrency:2777|h|TInterface\ICONS\INV_Legion_Faction_DreamWeavers.BLP:0|t|h|n"
"collectible_wild_pet_shared_audit","exclude_shared_wild_audit","True","4302","Pale Slumbertooth","212437","0","","","7","26","4","|cFFFFD200Pet Battle: |rEmerald Dream"
"collectible_wild_pet_shared_audit","exclude_shared_wild_audit","True","4303","Snaggletoof","212459","0","","","7","26","4","|cFFFFD200Pet Battle: |rEmerald Dream"
"collectible_wild_pet_shared_audit","exclude_shared_wild_audit","True","4304","Dream Badger","212557","0","","","4","26","4","|cFFFFD200Pet Battle: |rEmerald Dream"
"guide_confirmed","include_dragonflight","True","4305","Snoots","212562","426539","210689","8","5","2","2","|cFFFFD200Vendor: |rSylvia Whisperbloom|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h|n|n|cFFFFD200Vendor: |rTalisa Whisperbloom|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h"
"guide_confirmed","include_dragonflight","True","4306","Elmer","212567","426540","210690","8","5","2","2","|cFFFFD200Vendor: |rSylvia Whisperbloom
|cFFFFD200Zone: |rEmerald Dream
|cFFFFD200Cost: |r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h

|cFFFFD200Vendor: |rTalisa Whisperbloom
|cFFFFD200Zone: |rEmerald Dream
|cFFFFD200Cost: |r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h"
"guide_confirmed","include_dragonflight","True","4307","Spruce","212569","426544","210691","8","4","2","2","|cFFFFD200Vendor: |rMoon Priestess Lasara|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r375|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","4308","Juniper","212570","426545","210692","8","4","2","2","|cFFFFD200Vendor: |rMoon Priestess Lasara|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r375|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","4309","Drowsey","212877","427044","210777","8","5","2","2","|cFFFFD200Vendor: |rElianna|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hcurrency:2777|h|TInterface\ICONS\INV_Legion_Faction_DreamWeavers.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","4310","Snorr","212954","427104","210785","8","5","2","2","|cFFFFD200Vendor: |rElianna|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hitem:210776|h|TInterface\ICONS\10_2_RaidAbility_Green.BLP:0|t|h"
"guide_confirmed","exclude_policy_external","True","4311","Mitzy","213111","427289","210870","8","4","16466","7","|cFFFFD200Trading Post|r "
"snapshot_candidate","exclude_policy_external","True","4316","Lil' Wrathion","213407","427682","210964","8","1","16466","7","|cFFFFD200Promotion|r "
"snapshot_candidate","exclude_policy_external","True","4402","Teele","214286","429423","211432","0","4","16466","7","|cFFFFD200Trading Post|r "
"snapshot_candidate","exclude_policy_external","True","4406","Sarge","216179","432486","212606","0","4","16466","7","|cFFFFD200Promotion:|r Hearthstone 10th Anniversary|n"
"snapshot_candidate","exclude_policy_external","True","4407","Nelle","216345","432844","212700","0","4","16466","7","|cFFFFD200Trading Post|r"
"snapshot_candidate","exclude_policy_external","True","4408","Buggsy","216379","432888","212722","0","4","16466","7","|cFFFFD200Trading Post|r"
"snapshot_candidate","include_dragonflight","True","4409","Lovely Duckling","215565","433085","212786","-3","8","2","6","|cFFFFD200World Event:|r Noblegarden"
"snapshot_candidate","exclude_policy_external","True","4410","Beetriz","216455","433098","212791","0","4","16466","7","|cFFFFD200Trading Post|r"
"snapshot_candidate","include_dragonflight","True","4411","Reese","216930","433791","213133","0","5","82","5","|cFFFFD200Achievement: |rJust One More Thing"
"snapshot_candidate","include_dragonflight","True","4412","Hap'he","216933","433802","213134","0","5","82","5","|cFFFFD200Achievement: |rFinally At Rest"
"snapshot_candidate","exclude_policy_external","True","4421","Hoplet","217530","434792","213556","0","5","82","9","|cFFFFD200In-Game Shop|r"
"snapshot_candidate","include_dragonflight","True","4425","Glamrok","218647","437601","","","8","16466","0","|cFFFFD200Faction: |rKeg Leg's Crew|n|cFFFFD200Renown: |r30"
"snapshot_candidate","include_dragonflight","True","4426","Bubbles","218646","437600","","","8","18514","0","|cFFFFD200Faction: |rKeg Leg's Crew|n|cFFFFD200Renown: |r11"
"snapshot_candidate","include_dragonflight","True","4435","Happy","218977","438543","","","8","16594","0","|cFFFFD200Faction: |rKeg Leg's Crew|n|cFFFFD200Renown: |r6"
"snapshot_candidate","exclude_policy_external","True","4436","Pokee","219134","438775","217043","8","5","16466","7","|cFFFFD200Trading Post|r |n"
"snapshot_candidate","exclude_policy_external","True","4437","Fathom","218060","439994","","","8","16466","7","|cFFFFD200Promotion|r |n"
"snapshot_candidate","exclude_policy_external","True","4548","Marrlok","223316","448355","223145","-3","0","16466","11","|cFFFFD200Trading Post|r"
"snapshot_candidate","exclude_policy_external","True","4565","Trishi","223600","449046","223339","-3","0","16466","11","|cFFFFD200Trading Post|r|n"
"snapshot_candidate","exclude_policy_external","True","4566","Worgli the Apprehensive","223645","449173","223474","-3","0","16466","11","|cFFFFD200Trading Post|r"
"noncollectible_pet_battle_npc","exclude_noncollectible","True","4568","Charismatic Courier","223691","0","","","2","16466","9","|cFFFFD200In-Game Shop|r"
"snapshot_candidate","exclude_unobtainable_or_internal","True","4569","Lil' Manny","223695","449286","223499","0","5","16466","-1",""
"snapshot_candidate","include_dragonflight","True","4579","Muskpaw Calf","223785","449550","221817","4","7","82","5","|cFFFFD200Achievement:|r Pandaria: Remix - Townlong Steppes|n"
"snapshot_candidate","include_dragonflight","True","4580","Astral Emperor's Serpentling","223810","449626","221818","4","1","82","5","|cFFFFD200Achievement:|r Pandaria: Remix - Timeless Isle|n"
"snapshot_candidate","exclude_unobtainable_or_internal","True","4595","Lil' Flameo","225354","453266","224576","0","5","16466","-1",""
