"collectible_type","source_id_type","source_id","final_legion_db2_id","name","in_final_legion_snapshot","source_text","source_url","guide_url"
"toy","item","128328","405","Bag of Squirrel Treats","True","Skoller's Bag of Squirrel Treats Feeds the wee squirrels. N.P.C.: Skoller Tanaan Jungle --","https://www.wowhead.com/item=128328/skollers-bag-of-squirrel-treats&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","127669","500","Skull of the Mad Chief","True","Skull of the Mad Chief Summon the power fo the dead Chieftain to quickly cross vast distances. Only usable in Draenor. Treasure: Skull of the Mad Chief Tanaan Jungle --","https://www.wowhead.com/item=127669/skull-of-the-mad-chief&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119182","305","Soul Evacuation Crystal","True","Soul Evacuation Crystal Protect your soul from demons for 1 hour. ""Designed by Draenei priests decades ago to prevent the souls of fallen warriors from being ensnared by the Burning Legion."" Vendor maaria Trading Post Faction: Sha'tari Defense – Honored","https://www.wowhead.com/item=119182/soul-evacuation-crystal&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119163","376","Soul Inhaler","True","Soul Inhaler Drain the last whispers of life from a corpse. Drop: Tor'goroth Frostfire Ridge --","https://www.wowhead.com/item=119163/soul-inhaler&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","127695","392","Spirit Wand","True","Spirit Wand Gives your companion pet a spectral look. Vendor: Tiffy Trapspring, Giada Goldleash Garrison --","https://www.wowhead.com/item=127695/spirit-wand&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","118222","325","Spirit of Bashiok","True","Spirit of Bashiok Summon the Spirit of Bashiok. Drop: Bashiok Gorgrond --","https://www.wowhead.com/item=118222/spirit-of-bashiok&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","113543","469","Spirit of Shinri","True","Spirit of Shinri Summons a ridable spectral talbuk in Draenor. This is a very, VERY fast mount. Drop: Shinri Shadowmoon Valley --","https://www.wowhead.com/item=113543/spirit-of-shinri&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","109739","319","Star Chart","True","Star Chart Summon a map of the stars. Treasure: Astrologer's Box Shadowmoon Valley --","https://www.wowhead.com/item=109739/star-chart&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","111476","272","Stolen Breath","True","Stolen Breath Use: Turn your breath frosty. Drop: Breathless Frostfire Ridge --","https://www.wowhead.com/item=111476/stolen-breath&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","116120","459","Tasty Talador Lunch","True","Tasty Talador Lunch Restores 18,550 health over 20 seconds. Restores 8,904 mana over 20 seconds. Must remain seated while eating and drinking. Treasure: Foreman's Lunchbox Talador --","https://www.wowhead.com/item=116120/tasty-talador-lunch&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","127766","395","The Perfect Blossom","True","The Perfect Blossom Pick a few fel-tainted petals from the blossom. Treasure: The Perfect Blossom Tanaan Jungle --","https://www.wowhead.com/item=127766/the-perfect-blossom&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","127709","428","Throbbing Blood Orb","True","Throbbing Blood Orb Give in to the power fo the Bleeding Hollow clan. Treasure: Looted Bleeding Hollow Treasure Tanaan Jungle --","https://www.wowhead.com/item=127709/throbbing-blood-orb&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119160","302","Tickle Totem","True","Tickle Totem Set down your Tickle Totem. ""Stop that tickles!"" Vendor: Kil' rip Trading Post Faction: Laughing Skull Orcs – Honored 1,250 Gold","https://www.wowhead.com/item=119160/tickle-totem&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119144","285","Touch of the Naaru","True","Touch of the Naaru Feel the touch of the Naaru. (Alliance Only) Quest: The Trial of Champions Shadowmoon Valley --","https://www.wowhead.com/item=119144/touch-of-the-naaru&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","122293","361","Trans-Dimensional Bird Whistle","True","Trans-Dimensional Bird Whistle Calls forth Pepe to ride on your head as you adventure together. Achievement: What A Strange, Interdimensional Trip It's Been -- --","https://www.wowhead.com/item=122293/trans-dimensional-bird-whistle&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","115506","466","Treessassin Guise","True","Treessassin Guise Disguises wearer as a tree and removes them from combat. Only usable in the wilds of Draenor. ""Used by tree assassins to assassinate high profile trees. No, really."" Quest: Legacy of the Ancients Garrison Lumbermill --","https://www.wowhead.com/item=115506/treessassins-guise&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","127666","402","Vial of Red Goo","True","Vial of Red Goo Drink the remains of the Blood Moon. Drop: Remnant of the Blood Moon Tanaan Jungle --","https://www.wowhead.com/item=127666/vial-of-red-goo&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","113375","331","Armor Polish Kit","True","Vindicator's Armor Polish Kit Feel pretty. Treasure: Vindicator's Cache Shadowmoon Valley --","https://www.wowhead.com/item=113375/vindicators-armor-polish-kit&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119003","340","Void Totem","True","Void Totem Place a Void Totem that will weaken the barrier between this world and the Twisting Nether for 10 minutes. ""Some warlocks believe that a part of everyone exists simultaneously in this realm and the Twisting Nether."" Quest: The Trial of Champions Shadowmoon Valley --","https://www.wowhead.com/item=119003/void-totem&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119219","309","Flag of Victory","True","Warlord's Flag of Victory Place a flag on an enemy player's corpse in front of you. Treasure: Treasure of the Highmaul The Coliseum","https://www.wowhead.com/item=119219/warlords-flag-of-victory&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","117573","297","Bonfire","True","Wayfarer's Bonfire Offers respite from the darkness. ""The light of the bonfires sets you at ease."" Given by Soulare Andorhal (Follower) Garrison --","https://www.wowhead.com/item=117573/wayfarers-bonfire&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","113542","493","Whispers of Rai'Vosh","True","Whispers of Rai'Vosh Slows your falling speed for 10 seconds.","https://www.wowhead.com/item=113542/whispers-of-raivosh&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119212","322","Winning Hand","True","Winning Hand Show everyone that you just won a game of Hearthstone! Vendor: Benjamin Brode Garrison 100 Gold","https://www.wowhead.com/item=119212/winning-hand&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","109183","280","World Shrinker","True","World Shrinker Shrinks the entire world for 5 minutes or until you attack. Requires Draenor Engineering ""Overuse may result in permanent shrinkage."" Profession: Engineering -- --","https://www.wowhead.com/item=109183/world-shrinker&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
