module,natural_id,name,map_id,x,y,label,publishers,spawns,confidence
toys,174921,Void-Touched Skull,1470,0.589,0.529,Void-Touched Skull,1,1,medium
toys,174926,Overly Sensitive Void Spectacles,1470,0.591,0.639,Overly Sensitive Void Spectacles,1,1,medium
toys,179393,Mirror of Envious Dreams,1525,0.6932,0.7795,Mirror of Envious Dreams,1,1,high
toys,180873,Smolderheart,1525,0.3404,0.5555,Smolderheart,1,1,high
toys,180993,Bat Visage Bobber,1525,0.7359,0.7539,Bat Visage Bobber,1,1,high
toys,181825,Phial of Ravenous Slime,1536,0.5986,0.7906,Phial of Ravenous Slime,1,1,high
toys,182694,Stylish Black Parasol,1525,0.3839,0.4424,Stylish Black Parasol,1,1,high
toys,182729,Hearty Dragon Plume,1565,0.4821,0.3927,Hearty Dragon Plume,1,1,high
toys,182732,The Necronom-i-nom,1536,0.4238,0.2333,The Necronom-i-nom,1,1,high
toys,182780,Muckpool Cookpot,1525,0.2969,0.3723,Muckpool Cookpot,1,1,high
toys,183901,Bonestorm Top,1543,0.4912,0.8175,Bonestorm Top,1,1,medium
toys,183903,Smelly Jelly,1536,0.57,0.7421,Smelly Jelly,1,1,medium
toys,183986,Bondable Sinstone,1525,0.6336,0.7398,Bondable Sinstone,1,1,high
toys,183988,Bondable Val'kyr Diadem,1533,0.7047,0.3645,Bondable Val'kyr Diadem,1,1,high
toys,184075,Stonewrought Sentry,1525,0.4733,0.5536,Stonewrought Sentry,1,1,high
toys,184223,Helm of the Dominated,1911,0.5519,0.7712,Helm of the Dominated,1,1,medium
toys,184292,Ancient Elethium Coin,1543,0.1694,0.5102,Ancient Elethium Coin,1,1,medium
toys,184312,Borr-Geth's Fiery Brimstone,1543,0.3901,0.4119,Borr-Geth's Fiery Brimstone,1,1,medium
toys,184318,Battlecry of Krexus,1536,0.4408,0.3989,Battlecry of Krexus,1,1,high
toys,184404,Ever-Abundant Hearth,1533,0.5115,0.1953,Ever-Abundant Hearth,1,1,high
toys,184413,Mnemonic Attunement Pane,1533,0.4348,0.2524,Mnemonic Attunement Pane,1,1,high
toys,184476,Regenerating Slime Vial,1536,0.5266,0.3542,Regenerating Slime Vial,1,1,high
toys,184489,Fae Harp,1565,0.678,0.3462,Fae Harp,1,1,high
toys,184490,Fae Pipes,1565,0.4482,0.7587,Fae Pipes,1,1,high
toys,186501,Doomwalker Trophy Stand,71,0.644,0.507,Doomwalker Trophy Stand,1,1,medium
toys,187051,Forgotten Feather,1961,0.689,0.299,Forgotten Feather,1,1,high
toys,187075,Box of Rattling Chains,1911,0.5328,0.4528,Box of Rattling Chains,1,1,high
toys,187139,Bottled Shade Heart,1543,0.2767,0.2526,Bottled Shade Heart,1,1,medium
toys,187140,Ring of Duplicity,1961,0.4384,0.7698,Ring of Duplicity,1,1,high
toys,187155,Guise of the Changeling,1961,0.413,0.433,Guise of the Changeling,1,1,high
toys,187159,Shadow Slicing Shortsword,1961,0.394,0.427,Shadow Slicing Shortsword,1,1,high
toys,187176,Vesper of Harmony,1961,0.5687,0.3237,Vesper of Harmony,1,1,high
toys,187185,Vesper of Faith,1543,0.4113,0.4541,Vesper of Faith,1,1,medium
toys,187339,Silver Shardhide Whistle,1961,0.475,0.292,Silver Shardhide Whistle,1,1,high
toys,187344,Offering Kit Maker,1961,0.4533,0.6714,Offering Kit Maker,1,1,high
toys,187417,Adamant Vaults Cell,1911,0.6294,0.7482,Adamant Vaults Cell,1,1,high
toys,187420,Maw-Ocular Viewfinder,1961,0.503,0.759,Maw-Ocular Viewfinder,1,1,high
toys,188952,Dominated Hearthstone,1911,0.4744,0.7453,Dominated Hearthstone,1,1,high
toys,190196,Enlightened Hearthstone,1970,0.475,0.564,Enlightened Hearthstone,1,1,high
toys,190238,Xy'rath's Booby-Trapped Cache,1970,0.6405,0.4975,Xy'rath's Booby-Trapped Cache,1,1,high
toys,190333,Jiro Circle of Song,1970,0.3716,0.4467,Jiro Circle of Song,1,1,high
toys,190457,Protopological Cube,1970,0.7753,0.582,Protopological Cube,1,1,high
toys,190734,Makaris's Satchel of Mines,1970,0.6002,0.2583,Makaris's Satchel of Mines,1,1,high
toys,190926,Infested Automa Core,2066,0.4924,0.3441,Infested Automa Core,1,1,medium
toys,192485,Stored Wisdom Device,1970,0.4743,0.8855,Stored Wisdom Device,1,1,high
toys,198039,Rock of Appreciation,2023,0.4703,0.7119,Rock of Appreciation,1,1,high
toys,198474,Artist's Easel,2024,0.0785,0.5348,Artist's Easel,1,1,medium
toys,200116,Everlasting Horn of Lavaswimming,2022,0.3028,0.7005,Everlasting Horn of Lavaswimming,1,1,medium
toys,200160,Notfar's Favorite Food,2024,0.2058,0.4943,Notfar's Favorite Food,1,1,high
toys,200628,Somewhat-Stabilized Arcana,2024,0.462,0.258,Somewhat-Stabilized Arcana,1,1,high
toys,200869,Ohn Lite Branded Horn,2023,0.7349,0.5613,Ohn Lite Branded Horn,1,1,high
toys,200878,Wheeled Floaty Boaty Controller,2023,0.5198,0.5839,Wheeled Floaty Boaty Controller,1,1,high
toys,200999,The Super Shellkhan Gang,2025,0.3846,0.6826,The Super Shellkhan Gang,1,1,high
toys,201927,Gleaming Arcanocrystal,2024,0.4512,0.594,Gleaming Arcanocrystal,1,1,high
toys,201933,Black Dragon's Challenge Dummy,2022,0.446,0.701,Black Dragon's Challenge Dummy,1,1,medium
toys,202019,Golden Dragon Goblet,2022,0.658,0.4182,Golden Dragon Goblet,1,1,high
toys,202020,Chasing Storm,2085,0.6124,0.4679,Chasing Storm,1,1,medium
toys,202022,Yennu's Kite,2022,0.4671,0.3121,Yennu's Kite,1,1,high
toys,202253,Primal Stave of Claw and Fur,2024,0.658,0.1269,Primal Stave of Claw and Fur,1,1,high
toys,202283,Reading Glasses,2024,0.658,0.1269,Reading Glasses,1,1,high
toys,202711,Lost Compass,2024,0.7489,0.5501,Lost Compass,1,1,high
toys,203734,Snow Blanket,2024,0.658,0.1269,Snow Blanket,1,1,high
toys,203757,Brazier of Madness,337,0.5662,0.5126,Brazier of Madness,1,1,medium
toys,205418,Blazing Shadowflame Cinder,2133,0.2854,0.4791,Blazing Shadowflame Cinder,1,1,high
toys,205419,Dinn's Drum,2133,0.2851,0.5115,Dinn's Drum,1,1,high
toys,205463,Molten Lava Ball,2200,0.4578,0.1879,Molten Lava Ball,1,1,high
toys,205796,Molten Lava Pack,2133,0.4567,0.3327,Molten Lava Pack,1,1,high
toys,206696,Tricked-Out Thinking Cap,2112,0.2667,0.5389,Tricked-Out Thinking Cap,1,1,medium
toys,206993,Investi-gator's Pocketwatch,2025,0.5464,0.8589,Investi-gator's Pocketwatch,1,1,high
toys,207099,Tiny Box of Tiny Rocks,2151,0.3026,0.8,Tiny Box of Tiny Rocks,1,1,medium
toys,207730,Idol of Ohn'ahra,2023,0.3955,0.5886,Idol of Ohn'ahra,1,1,medium
toys,208092,Torch of Pyrreth,2022,0.5457,0.2038,Torch of Pyrreth,1,1,medium
toys,210411,Fast Growing Seed,2200,0.3726,0.3069,Fast Growing Seed,1,1,high
toys,210725,Owl Post,2200,0.4749,0.3485,Owl Post,1,1,high
toys,210864,Improvised Leafbed,2200,0.5813,0.773,Improvised Leafbed,1,1,medium
toys,224552,Cave Spelunker's Torch,2215,0.5838,0.2715,Cave Spelunker's Torch,1,1,high
toys,224554,Silver Linin' Scepter,2215,0.4594,0.4513,Silver Linin' Scepter,1,1,high
toys,224643,Pet-Sized Candle,2214,0.435,0.3529,Pet-Sized Candle,1,1,medium
toys,225347,Web-Vandal's Spinning Wheel,2255,0.7861,0.332,Web-Vandal's Spinning Wheel,1,1,high
toys,225556,Ancient Construct,2249,0.4958,0.3598,Ancient Construct,1,1,medium
toys,225659,Arathi Book Collection,2215,0.4003,0.5112,Arathi Book Collection,1,1,high
toys,226373,Everlasting Noggenfogger Elixir,2346,0.2712,0.7256,Everlasting Noggenfogger Elixir,1,1,high
toys,228966,Starry-Eyed Goggles,46,0.4818,0.7996,Starry-Eyed Goggles,1,1,medium
toys,234473,Soweezi's Comfy Lawn Chair,2369,0.6998,0.4855,Soweezi's Comfy Lawn Chair,1,1,high
toys,234950,Atomic Regoblinator,2346,0.3072,0.389,Atomic Regoblinator,1,1,high
toys,234951,Uncracked Cold Ones,2346,0.534,0.5272,Uncracked Cold Ones,1,1,high
toys,235669,Steamwheedle Cartel Banner,2346,0.2712,0.7256,Steamwheedle Cartel Banner,1,1,high
toys,235670,Bilgewater Cartel Banner,2346,0.3915,0.2219,Bilgewater Cartel Banner,1,1,high
toys,235671,Blackwater Cartel Banner,2346,0.6342,0.1673,Blackwater Cartel Banner,1,1,high
toys,235672,Venture Co. Banner,2346,0.5329,0.7271,Venture Co. Banner,1,1,high
toys,235799,Throwin' Sawblade,2346,0.5329,0.7271,Throwin' Sawblade,1,1,high
toys,235801,Personal Fishing Barge,2346,0.6342,0.1673,Personal Fishing Barge,1,1,high
toys,235807,Storefront-in-a-Box,2346,0.3915,0.2219,Storefront-in-a-Box,1,1,high
toys,237345,Limited Edition Rocket Bobber,2346,0.3409,0.7126,Limited Edition Rocket Bobber,1,1,high
toys,237346,Artisan Beverage Goblet Bobber,2346,0.3409,0.7126,Artisan Beverage Goblet Bobber,1,1,high
toys,237347,Organically-Sourced Wellington Bobber,2346,0.3409,0.7126,Organically-Sourced Wellington Bobber,1,1,high
toys,237382,Undermine Supply Crate,2346,0.2574,0.3813,Undermine Supply Crate,1,1,high
toys,242323,Chowdar's Favorite Ribbon,2472,0.7294,0.8327,Chowdar's Favorite Ribbon,1,1,high
toys,245970,P.O.S.T. Master's Express Hearthstone,2472,0.4776,0.6265,P.O.S.T. Master's Express Hearthstone,1,1,high
toys,249713,Cartel Transmorpher,2371,0.4196,0.2212,Cartel Transmorpher,1,1,high
toys,258963,Shroom Jumper's Parachute,2413,0.7168,0.31,Shroom Jumper's Parachute,1,1,high
toys,259084,Gift of the Cycle,2576,0.4723,0.5078,Gift of the Cycle,1,1,medium
toys,267139,Hungry Black Hole,2405,0.6453,0.7547,Hungry Black Hole,1,1,high
