"recipe_spell_id","source_kind","att_class","att_recipe_item_id","source_parent_kind","source_parent_id","source_parent_name","map_id","coord_x","coord_y","extra_spawns","awp_own","awp_ancestor","awp_ancestor_from","att_file","att_occurrences","att_source_ancestry","attribution_basis"
"171271","vendor","ITEM","116330","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171272","vendor","ITEM","116331","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171273","vendor","ITEM","116332","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171274","vendor","ITEM","116333","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171275","vendor","ITEM","116334","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171276","vendor","ITEM","116335","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171277","vendor","ITEM","116336","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171278","vendor","ITEM","116337","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171279","vendor","ITEM","116338","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171280","vendor","ITEM","116339","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171281","vendor","ITEM","116340","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171282","vendor","ITEM","116341","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171283","vendor","ITEM","116342","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171284","vendor","ITEM","116343","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171285","vendor","ITEM","116344","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171286","vendor","ITEM","116345","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171287","vendor","ITEM","116346","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","100005","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171288","vendor","ITEM","116347","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","100005","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171289","vendor","ITEM","116348","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","100005","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171290","vendor","ITEM","116349","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171291","vendor","ITEM","116350","n","87057","Leara Moonsilk <Leatherworking Patterns>","622","51.6","41.6","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:165>n:87057","att_profession_db+att_tree"
"171391","trainer","TRAINER","0","i","115358","","525","","","","","60003","m+5","Zones.lua","4","h:-732>m:572>m:525>h:-45>q:36516>i:115358","att_profession_db+att_tree"
"171652","unavailable","NYI","0","","","","","","","","","70003","x+1","NeverImplemented.lua","1","h:-44>prof:164>flt:200>x:7>x:7","att_profession_db+att_tree"
"171653","unavailable","NYI","0","","","","","","","","","70003","x+1","NeverImplemented.lua","1","h:-44>prof:164>flt:200>x:7>x:7","att_profession_db+att_tree"
"171690","trainer","TRAINER","0","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","","","","110207","60003","m+6","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062>i:115356","att_profession_db+att_tree"
"171691","trainer","TRAINER","0","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","","","","110207","60003","m+6","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062>i:115356","att_profession_db+att_tree"
"171692","trainer","TRAINER","0","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","","","","110207","60003","m+6","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062>i:115356","att_profession_db+att_tree"
"171693","trainer","TRAINER","0","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","","","","110207","60003","m+6","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062>i:115356","att_profession_db+att_tree"
"171694","vendor","ITEM","116729","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","49","48.7","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062","att_profession_db+att_tree"
"171695","vendor","ITEM","116730","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","49","48.7","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062","att_profession_db+att_tree"
"171696","vendor","ITEM","116731","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","49","48.7","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062","att_profession_db+att_tree"
"171697","vendor","ITEM","116732","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","49","48.7","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062","att_profession_db+att_tree"
"171698","vendor","ITEM","116733","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","49","48.7","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062","att_profession_db+att_tree"
"171699","vendor","ITEM","116734","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","49","48.7","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062","att_profession_db+att_tree"
"171700","vendor","ITEM","116735","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","49","48.7","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062","att_profession_db+att_tree"
"171701","vendor","ITEM","116736","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","49","48.7","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062","att_profession_db+att_tree"
"171702","vendor","ITEM","116737","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","49","48.7","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062","att_profession_db+att_tree"
"171703","vendor","ITEM","116738","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","49","48.7","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062","att_profession_db+att_tree"
"171704","vendor","ITEM","116739","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","49","48.7","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062","att_profession_db+att_tree"
"171705","vendor","ITEM","116740","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","49","48.7","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062","att_profession_db+att_tree"
"171706","vendor","ITEM","116741","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","49","48.7","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062","att_profession_db+att_tree"
"171707","vendor","ITEM","116742","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","49","48.7","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062","att_profession_db+att_tree"
"171708","vendor","ITEM","116743","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","49","48.7","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062","att_profession_db+att_tree"
"171709","vendor","ITEM","116744","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","49","48.7","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062","att_profession_db+att_tree"
"171710","vendor","ITEM","116745","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","49","48.7","","100005","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062","att_profession_db+att_tree"
"171711","vendor","ITEM","116746","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","49","48.7","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062","att_profession_db+att_tree"
"171713","unavailable","NYI","0","","","","","","","","","60002","x+2","NeverImplemented.lua","1","h:-44>prof:165>flt:200>x:6>x:6","att_profession_db+att_tree"
"171718","unavailable","NYI","0","","","","","","","","70003","60002","x+2","NeverImplemented.lua","1","h:-44>prof:164>flt:200>x:6>x:6","att_profession_db+att_tree"
"172539","drop","REMOVED FIRST AID","0","i","115357","","622","","","","110207","60003","m+6","Zones.lua","3","h:-732>m:572>m:622>h:-44>prof:197>n:87049>i:115357","att_profession_db+att_tree"
"172540","trainer","TRAINER","0","n","87048","Katherine Joplin <Alchemy Recipes>","622","36.7","68.6","","80001","60003","m+5","Zones.lua","3","h:-732>m:572>m:622>h:-44>prof:171>n:87048","att_profession_db+att_tree"
"172541","trainer","TRAINER","0","n","87048","Katherine Joplin <Alchemy Recipes>","622","36.7","68.6","","80001","60003","m+5","Zones.lua","3","h:-732>m:572>m:622>h:-44>prof:171>n:87048","att_profession_db+att_tree"
"172542","trainer","TRAINER","0","n","87048","Katherine Joplin <Alchemy Recipes>","622","36.7","68.6","","80001","60003","m+5","Zones.lua","3","h:-732>m:572>m:622>h:-44>prof:171>n:87048","att_profession_db+att_tree"
"173289","vendor","ITEM","118495","n","87065","Sean Catchpole <Engineering Plans>","622","47.9","39.9","","100005","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:202>n:87065","att_profession_db+att_tree"
"173308","trainer","TRAINER","0","n","87065","Sean Catchpole <Engineering Plans>","622","","","","","60003","m+6","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:202>n:87065>i:111921","att_profession_db+att_tree"
"173309","trainer","TRAINER","0","n","87065","Sean Catchpole <Engineering Plans>","622","","","","","60003","m+6","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:202>n:87065>i:111921","att_profession_db+att_tree"
"173323","vendor","ITEM","118467","n","87022","Bob <Enchanting Recipes>","622","56.9","64.7","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:333>n:87022","att_profession_db+att_tree"
"173355","vendor","ITEM","118044","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","49","48.7","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062","att_profession_db+att_tree"
"173415","unavailable","NYI","118098","","","","","","","","70003","60002","x+2","NeverImplemented.lua","1","h:-44>prof:197>flt:200>x:6>x:6","att_profession_db+att_tree"
"173416","unavailable","NYI","118097","","","","","","","","","60002","x+2","NeverImplemented.lua","1","h:-44>prof:165>flt:200>x:6>x:6","att_profession_db+att_tree"
"173716","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"173717","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"173718","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"173719","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"173720","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"173721","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"173722","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"173723","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"173724","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"173725","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"173726","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"173727","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"173728","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"173729","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"173730","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"173731","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"173732","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"173978","drop","ITEM","118328","","","","","","","","","60003","prof+2","Craftables.lua","1","h:-23>x:6>prof:185>h:-26","att_profession_db+att_tree"
"173979","drop","ITEM","118329","","","","","","","","","60003","prof+2","Craftables.lua","1","h:-23>x:6>prof:185>h:-26","att_profession_db+att_tree"
"174979","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"175070","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"175071","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"175072","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"175074","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"175076","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"175078","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"175085","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"175086","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"175389","unavailable","NYI","0","i","111923","","","","","","","60003","h+6","ExpansionFeatures.lua","6","h:-735>x:6>h:-130>h:-115>gb:130>h:-58>n:77372>i:111923","att_profession_db+att_tree"
"175390","unavailable","NYI","0","i","111923","","","","","","","60003","h+6","ExpansionFeatures.lua","6","h:-735>x:6>h:-130>h:-115>gb:130>h:-58>n:77372>i:111923","att_profession_db+att_tree"
"175392","unavailable","NYI","0","i","111923","","","","","","","60003","h+6","ExpansionFeatures.lua","6","h:-735>x:6>h:-130>h:-115>gb:130>h:-58>n:77372>i:111923","att_profession_db+att_tree"
"175853","trainer","TRAINER","0","n","87048","Katherine Joplin <Alchemy Recipes>","622","","","","","60003","m+7","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:171>n:87048>i:109558>flt:55","att_profession_db+att_tree"
"175865","trainer","TRAINER","0","n","87048","Katherine Joplin <Alchemy Recipes>","622","","","","","60003","m+7","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:171>n:87048>i:109558>flt:55","att_profession_db+att_tree"
"175866","trainer","TRAINER","0","n","87048","Katherine Joplin <Alchemy Recipes>","622","","","","80001","60003","m+7","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:171>n:87048>i:109558>flt:55","att_profession_db+att_tree"
"175867","trainer","TRAINER","0","n","87048","Katherine Joplin <Alchemy Recipes>","622","","","","","60003","m+7","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:171>n:87048>i:109558>flt:55","att_profession_db+att_tree"
"175868","trainer","TRAINER","0","n","87048","Katherine Joplin <Alchemy Recipes>","622","","","","80001","60003","m+7","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:171>n:87048>i:109558>flt:55","att_profession_db+att_tree"
"175869","trainer","TRAINER","0","n","87048","Katherine Joplin <Alchemy Recipes>","622","","","","80001","60003","m+7","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:171>n:87048>i:109558>flt:55","att_profession_db+att_tree"
"175880","trainer","TRAINER","0","n","87048","Katherine Joplin <Alchemy Recipes>","622","","","","80001","80001","flt+1","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:171>n:87048>i:109558>flt:50","att_profession_db+att_tree"
"176058","trainer","TRAINER","0","n","87049","Steven Cochrane <Tailoring Patterns>","622","","","","110207","60003","m+6","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:197>n:87049>i:115357","att_profession_db+att_tree"
"176087","trainer","TRAINER","0","n","87052","Artificer Harlaan <Jewelcrafting Designs>","622","","","","","60003","m+6","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:755>n:87052>i:115356","att_profession_db+att_tree"
"176089","trainer","TRAINER","0","i","115358","","525","","","","","60003","m+5","Zones.lua","4","h:-732>m:572>m:525>h:-45>q:36516>i:115358","att_profession_db+att_tree"
"176090","trainer","TRAINER","0","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","","","","110207","60003","m+6","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062>i:115356","att_profession_db+att_tree"
"176313","vendor","GARRISON","0","n","88283","Tailoring Follower (Alliance)","","","","","","60003","h+5","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:128>h:-58>n:88283","att_profession_db+att_tree"
"176314","vendor","GARRISON","0","n","88283","Tailoring Follower (Alliance)","","","","","","60003","h+5","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:128>h:-58>n:88283","att_profession_db+att_tree"
"176315","vendor","GARRISON","0","n","88285","Tailoring Follower (Horde)","","","","","","60003","h+5","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:128>h:-58>n:88285","att_profession_db+att_tree"
"176316","vendor","GARRISON","0","n","88285","Tailoring Follower (Horde)","","","","","","60003","h+5","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:128>h:-58>n:88285","att_profession_db+att_tree"
"176392","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176397","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176399","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176401","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176402","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176404","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176405","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176408","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176409","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176411","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176412","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176413","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176414","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176415","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176416","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176417","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176418","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176420","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176421","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176422","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176424","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176425","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176426","drop","TENTS","0","gb","122","","","","","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:122>flt:200","att_profession_db+att_tree"
"176513","unavailable","NYI","0","","","","","","","","","60002","flt+2","Professions.lua","1","h:-44>prof:773>x:6>flt:200>cat:403","att_profession_db+att_tree"
"176732","vendor","ITEM","119177","n","87065","Sean Catchpole <Engineering Plans>","622","47.9","39.9","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:202>n:87065","att_profession_db+att_tree"
"177043","trainer","TRAINER","0","i","111922","","525","","","","","60003","m+5","Zones.lua","4","h:-732>m:572>m:525>h:-45>q:36260>i:111922","att_profession_db+att_tree"
"177045","unavailable","NYI","120136","i","111923","","","","","","","60003","h+6","ExpansionFeatures.lua","6","h:-735>x:6>h:-130>h:-115>gb:130>h:-58>n:77372>i:111923","att_profession_db+att_tree"
"177054","trainer","TRAINER","0","n","87065","Sean Catchpole <Engineering Plans>","622","","","","","60003","m+6","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:202>n:87065>i:111921","att_profession_db+att_tree"
"177169","vendor","ITEM","119329","n","87062","Royce Bigbeard <Blacksmithing Plans>","622","49","48.7","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:164>n:87062","att_profession_db+att_tree"
"177355","drop","STUDY","0","gb","126","","582","35.2","34","","","60003","h+4","ExpansionFeatures.lua","1","h:-735>x:6>h:-130>h:-115>gb:126>flt:200","att_profession_db+att_tree"
"177363","vendor","ITEM","120268","n","87065","Sean Catchpole <Engineering Plans>","622","47.9","39.9","","","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:202>n:87065","att_profession_db+att_tree"
"177364","vendor","ITEM","120267","n","87065","Sean Catchpole <Engineering Plans>","622","47.9","39.9","","110207","60003","m+5","Zones.lua","2","h:-732>m:572>m:622>h:-44>prof:202>n:87065","att_profession_db+att_tree"
