"acquisition_expansion","achievement_id","name","description","category","source","db2_category_id","criteria_tree_id","provider_plugins","provider_files","attribution_basis"
"tww","40339","Hallowfall Advanced: Gold","Obtain gold in all advanced races in Hallowfall.","features","dragonriding","15462","162742","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40340","Hallowfall Reverse: Bronze","Complete all reverse races in Hallowfall.","features","dragonriding","15462","162749","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40341","Hallowfall Reverse: Silver","Obtain silver in all reverse races in Hallowfall.","features","dragonriding","15462","162756","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40342","Hallowfall Reverse: Gold","Obtain gold in all reverse races in Hallowfall.","features","dragonriding","15462","162763","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40343","Azj-Kahet: Bronze","Complete all normal races in Azj-Kahet.","features","dragonriding","15462","162770","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40344","Azj-Kahet: Silver","Obtain silver in all normal races in Azj-Kahet.","features","dragonriding","15462","162777","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40345","Azj-Kahet: Gold","Obtain gold in all normal races in Azj-Kahet.","features","dragonriding","15462","162784","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40346","Azj-Kahet Advanced: Bronze","Complete all advanced races in Azj-Kahet.","features","dragonriding","15462","162791","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40347","Azj-Kahet Advanced: Silver","Obtain silver in all advanced races in Azj-Kahet.","features","dragonriding","15462","162798","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40348","Azj-Kahet Advanced: Gold","Obtain gold in all advanced races in Azj-Kahet.","features","dragonriding","15462","162805","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40349","Azj-Kahet Reverse: Bronze","Complete all reverse races in Azj-Kahet.","features","dragonriding","15462","162812","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40350","Azj-Kahet Reverse: Silver","Obtain silver in all reverse races in Azj-Kahet.","features","dragonriding","15462","162819","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40351","Azj-Kahet Reverse: Gold","Obtain gold in all reverse races in Azj-Kahet.","features","dragonriding","15462","162826","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40936","Undermine Skyrocketing: Bronze","Complete all Skyrocketing races in Undermine.","features","dragonriding","15462","168495","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40937","Undermine Skyrocketing: Silver","Obtain silver in all Skyrocketing races in Undermine.","features","dragonriding","15462","168504","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40938","Undermine Skyrocketing: Gold","Obtain gold in all Skyrocketing races in Undermine.","features","dragonriding","15462","168513","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","41081","Undermine Breaknecking: Bronze","Complete all normal Breakneck races in Undermine.","features","dragonriding","15462","169700","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","41083","Undermine Breaknecking: Silver","Obtain silver in all Breakneck races in Undermine.","features","dragonriding","15462","169713","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","41084","Undermine Breaknecking: Gold","Obtain gold in all Breakneck races in Undermine.","features","dragonriding","15462","169722","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"wod","9713","Awake the Drakes","Collect the following drake mounts.","collections","mounts","15248","40595","HandyNotes_TheBurningCrusade","HandyNotes_TheBurningCrusade:zones\shadowmoon_valley.lua","content_override"
"wod","9724","Taming Draenor","Defeat all of the Pet Tamers in Draenor listed below.","collections","pets","15119","40948","HandyNotes_WarlordsOfDraenor","HandyNotes_WarlordsOfDraenor:zones\frostfire.lua;HandyNotes_WarlordsOfDraenor:zones\gorgrond.lua;HandyNotes_WarlordsOfDraenor:zones\nagrand.lua;HandyNotes_WarlordsOfDraenor:zones\shadowmoon.lua;HandyNotes_WarlordsOfDraenor:zones\spires.lua;HandyNotes_WarlordsOfDraenor:zones\talador.lua","handynotes_provider"
"wod","10052","Tiny Terrors in Tanaan","Defeat the following fel-corrupted pets in Tanaan Jungle.","collections","pets","15119","44000","HandyNotes_WarlordsOfDraenor","HandyNotes_WarlordsOfDraenor:zones\tanaan_jungle.lua","handynotes_provider"
"wod","10353","Iron Armada","Collect all five toys that are part of the Crashin' Thrashin' ""Iron Armada"" set.","collections","toys","156","45702","HandyNotes_WarlordsOfDraenor","HandyNotes_WarlordsOfDraenor:zones\tanaan_jungle.lua","handynotes_provider"
"wod","9838","What A Strange, Interdimensional Trip It's Been","Defeat the following Draenor bosses while being accompanied by Pepe.","exploration","zone","15246","42808","HandyNotes_WarlordsOfDraenor","HandyNotes_WarlordsOfDraenor:common.lua","handynotes_provider"
"wod","10053","I Found Pepe!","Find Pepe wearing his viking, ninja, knight, and pirate outfits.","exploration","zone","15246","44030","HandyNotes_TreasureHunter;HandyNotes_WarlordsOfDraenor","HandyNotes_TreasureHunter:features\Pepe.lua;HandyNotes_WarlordsOfDraenor:zones\gorgrond.lua;HandyNotes_WarlordsOfDraenor:zones\nagrand.lua;HandyNotes_WarlordsOfDraenor:zones\spires.lua;HandyNotes_WarlordsOfDraenor:zones\talador.lua","handynotes_provider"
"wod","10334","Predator","Defeat Xemirkol in Tanaan Jungle.","exploration","zone","81","45263","HandyNotes_WarlordsOfDraenor","HandyNotes_WarlordsOfDraenor:zones\tanaan_jungle.lua","handynotes_provider"
"wod","14728","To All the Squirrels Through Time and Space","Draenor is home to many familiar, but different critters, who have been waiting to get some /love.","exploration","zone","15235","88034","HandyNotes_WarlordsOfDraenor","HandyNotes_WarlordsOfDraenor:zones\frostfire.lua;HandyNotes_WarlordsOfDraenor:zones\gorgrond.lua;HandyNotes_WarlordsOfDraenor:zones\nagrand.lua;HandyNotes_WarlordsOfDraenor:zones\shadowmoon.lua;HandyNotes_WarlordsOfDraenor:zones\spires.lua;HandyNotes_WarlordsOfDraenor:zones\talador.lua;HandyNotes_WarlordsOfDraenor:zones\tanaan_jungle.lua","handynotes_provider"
"wrath","6588","Northrend Safari","Catch every battle pet in Northrend.","collections","pets","15118","29272","HandyNotes_Cataclysm;HandyNotes_TheBurningCrusade;HandyNotes_WorldOfWarcraft;HandyNotes_WrathOfTheLichKing","HandyNotes_Cataclysm:common.lua;HandyNotes_TheBurningCrusade:common.lua;HandyNotes_WorldOfWarcraft:common.lua;HandyNotes_WrathOfTheLichKing:common.lua","content_override"
"wrath","1206","To All The Squirrels I've Loved Before","Show the critters of Azeroth how much you /love them.","exploration","zone","14777","1631","HandyNotes_WrathOfTheLichKing","HandyNotes_WrathOfTheLichKing:zones\howling_fjord.lua","handynotes_provider"
"wrath","1254","Friend or Fowl?","Slay 15 turkeys in 3 minutes.","exploration","zone","14780","451","HandyNotes_WrathOfTheLichKing","HandyNotes_WrathOfTheLichKing:zones\howling_fjord.lua","handynotes_provider"
"wrath","2556","Pest Control","Slay the following pests.","exploration","zone","97","12388","HandyNotes_WrathOfTheLichKing","HandyNotes_WrathOfTheLichKing:zones\borean_tundra.lua;HandyNotes_WrathOfTheLichKing:zones\dalaran.lua;HandyNotes_WrathOfTheLichKing:zones\howling_fjord.lua;HandyNotes_WrathOfTheLichKing:zones\zuldrak.lua","handynotes_provider"
"wrath","2557","To All The Squirrels Who Shared My Life","Show more critters of Azeroth how much you /love them.","exploration","zone","14780","8808","HandyNotes_WrathOfTheLichKing","HandyNotes_WrathOfTheLichKing:zones\borean_tundra.lua;HandyNotes_WrathOfTheLichKing:zones\dragonblight.lua;HandyNotes_WrathOfTheLichKing:zones\grizzly_hills.lua;HandyNotes_WrathOfTheLichKing:zones\howling_fjord.lua;HandyNotes_WrathOfTheLichKing:zones\icecrown.lua;HandyNotes_WrathOfTheLichKing:zones\sholazar_basin.lua;HandyNotes_WrathOfTheLichKing:zones\zuldrak.lua","handynotes_provider"
"wrath","2096","The Coin Master","Complete the coin fishing achievements listed below.","features","professions","171","8797","HandyNotes_WrathOfTheLichKing","HandyNotes_WrathOfTheLichKing:zones\dalaran.lua","handynotes_provider"
