"acquisition_expansion","species_id","name","creature_id","pet_type_enum","flags","source_type_enum","source_text","attribution_basis"
"shadowlands","3050","Bleak Skitterer","175022","7","26","4","|cFFFFD200Pet Battle: |rMaldraxxus","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","3051","Animated Cruor","175023","5","26","4","|cFFFFD200Pet Battle: |rMaldraxxus","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","3052","Necroray Spawnling","175024","2","26","4","|cFFFFD200Pet Battle: |rMaldraxxus","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","3080","Verdant Kit","176019","7","26","4","|cFFFFD200Pet Battle:|r Ardenweald|n","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","3081","Decay Grub","176020","4","26","4","|cFFFFD200Pet Battle: |rArdenweald","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","3082","Starmoth","176021","2","26","4","|cFFFFD200Pet Battle: |rArdenweald","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","3083","Crawbat","176024","2","26","4","|cFFFFD200Pet Battle: |rMaldraxxus","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","3102","Animite Broodling","179131","2","26","4","|cFFFFD200Pet Battle: |rKorthia","current_journal_source_and_species_era"
"shadowlands","3108","Curious Purrkin","179164","7","26","4","|cFFFFD200Pet Battle: |rTazavesh, the Veiled Market","current_journal_source_and_species_era"
"shadowlands","3109","Silver Purrkin","179165","7","26","4","|cFFFFD200Pet Battle: |rTazavesh, the Veiled Market","current_journal_source_and_species_era"
"shadowlands","3111","Damp Skrat","179167","4","26","4","|cFFFFD200Pet Battle: |rTazavesh, the Veiled Market","current_journal_source_and_species_era"
"shadowlands","3112","Scavenging Skrat","179168","4","26","4","|cFFFFD200Pet Battle: |rTazavesh, the Veiled Market","current_journal_source_and_species_era"
"shadowlands","3115","Clinging Remains","179179","3","131098","4","|cFFFFD200Pet Battle: |rThe Maw","current_journal_source_and_species_era"
"shadowlands","3118","Scurrying Mawrat","179182","4","26","4","|cFFFFD200Pet Battle: |rThe Maw","current_journal_source_and_species_era"
"shadowlands","3119","Lost Limb","179183","3","131098","4","|cFFFFD200Pet Battle: |rThe Maw","current_journal_source_and_species_era"
"shadowlands","3120","Grip of Terror","179219","3","131098","4","|cFFFFD200Pet Battle: |rThe Maw","current_journal_source_and_species_era"
"shadowlands","3123","Deathroach","179226","4","26","4","|cFFFFD200Pet Battle: |rThe Maw","current_journal_source_and_species_era"
"shadowlands","3124","Vile Deathroach","179227","4","26","4","|cFFFFD200Pet Battle: |rThe Maw","current_journal_source_and_species_era"
"shadowlands","3126","Eye of Affliction","179229","5","26","4","|cFFFFD200Pet Battle: |rKorthia, The Maw","current_journal_source_and_species_era"
"shadowlands","3134","Anxious Nibbler","179248","4","26","4","|cFFFFD200Pet Battle: |rKorthia","current_journal_source_and_species_era"
"shadowlands","3135","Young Garnetgullet","179250","4","26","4","|cFFFFD200Pet Battle: |rKorthia","current_journal_source_and_species_era"
"shadowlands","3139","Devourling","179256","7","26","4","|cFFFFD200Pet Battle: |rKorthia","current_journal_source_and_species_era"
"shadowlands","3141","Wild Corpsefly","179329","2","26","4","|cFFFFD200Pet Battle:|r Korthia|n","current_journal_source_and_species_era"
"shadowlands","3173","Bufonid Croaker","181362","8","26","4","|cFFFFD200Pet Battle:|r Zereth Mortis|n","current_journal_source_and_species_era"
"shadowlands","3180","Venomous Bufonid","182019","8","26","4","|cFFFFD200Pet Battle:|r Zereth Mortis|n","current_journal_source_and_species_era"
"shadowlands","3190","Vicious Leporid","182216","4","26","4","|cFFFFD200Pet Battle: |rZereth Mortis","current_journal_source_and_species_era"
"shadowlands","3191","Timid Leporid","182234","4","26","4","|cFFFFD200Pet Battle: |rZereth Mortis","current_journal_source_and_species_era"
"shadowlands","3196","Proto Avian Fledgling","182260","2","26","4","|cFFFFD200Pet Battle: |rZereth Mortis","current_journal_source_and_species_era"
"shadowlands","3200","Scarlet Proto Avian","182294","2","26","4","|cFFFFD200Pet Battle: |rZereth Mortis","current_journal_source_and_species_era"
"shadowlands","3202","Tarachnid Stalker","182437","7","26","4","|cFFFFD200Pet Battle: |rZereth Mortis","current_journal_source_and_species_era"
"shadowlands","3203","Tarachnid Ambusher","182473","7","26","4","|cFFFFD200Pet Battle: |rZereth Mortis","current_journal_source_and_species_era"
"shadowlands","3205","Metallic Scarabid","182568","4","26","4","|cFFFFD200Pet Battle: |rZereth Mortis","current_journal_source_and_species_era"
"shadowlands","3206","Emerald Scarabid","182691","4","26","4","|cFFFFD200Pet Battle: |rZereth Mortis","current_journal_source_and_species_era"
"shadowlands","3208","Red Viperid","182758","7","26","4","|cFFFFD200Pet Battle: |rZereth Mortis","current_journal_source_and_species_era"
"shadowlands","3209","King Viperid","182760","7","26","4","|cFFFFD200Pet Battle: |rZereth Mortis","current_journal_source_and_species_era"
"shadowlands","3210","Green Viperid","182768","7","26","4","|cFFFFD200Pet Battle: |rZereth Mortis","current_journal_source_and_species_era"
"shadowlands","3212","Bloodsucker Vespoid","182876","2","26","4","|cFFFFD200Pet Battle: |rZereth Mortis","current_journal_source_and_species_era"
"shadowlands","3213","Vombata Pup","183142","7","26","4","|cFFFFD200Pet Battle: |rZereth Mortis","current_journal_source_and_species_era"
"shadowlands","3214","Momma Vombata","183158","7","26","4","|cFFFFD200Pet Battle: |rZereth Mortis","current_journal_source_and_species_era"
"shadowlands","3216","Ambystan Snapper","183277","8","26","4","|cFFFFD200Pet Battle: |rZereth Mortis","current_journal_source_and_species_era"
"shadowlands","3217","Aurelid Floater","183281","8","26","4","|cFFFFD200Pet Battle: |rZereth Mortis","current_journal_source_and_species_era"
"shadowlands","3218","Enraged Poultrid","183285","2","26","4","|cFFFFD200Pet Battle: |rZereth Mortis","current_journal_source_and_species_era"
"shadowlands","3219","Predatory Helicid","183292","4","26","4","|cFFFFD200Pet Battle: |rZereth Mortis","current_journal_source_and_species_era"
"tbc","461","Larva","62022","7","26","4","|cFFFFD200Pet Battle: |rGhostlands","current_journal_tbc_location_override"
"tbc","463","Spirit Crab","62034","3","26","4","|cFFFFD200Pet Battle: |rGhostlands","current_journal_tbc_location_override"
"tbc","518","Clefthoof Runt","62620","7","26","4","|cFFFFD200Pet Battle: |rNagrand","handynotes_safari:HandyNotes_TheBurningCrusade"
"tbc","519","Fel Flame","62621","6","26","4","|cFFFFD200Pet Battle: |rShadowmoon Valley, Tanaan Jungle","handynotes_safari:HandyNotes_TheBurningCrusade"
"wod","1427","Frostfur Rat","82715","4","26","4","|cFFFFD200Pet Battle: |rFrostfire Ridge","current_journal_source_and_species_era"
"wod","1435","Leatherhide Runt","89198","7","26","4","|cFFFFD200Pet Battle: |rNagrand","current_journal_source_and_species_era"
"wod","1441","Mud Jumper","83642","8","26","4","|cFFFFD200Pet Battle: |rHighmountain, Nagrand, Spires of Arak, Talador|n","current_journal_source_and_species_era"
"wod","1447","Moonshell Crab","82045","8","26","4","|cFFFFD200Pet Battle: |rShadowmoon Valley","current_journal_source_and_species_era"
"wod","1455","Mossbite Skitterer","85005","7","26","4","|cFFFFD200Pet Battle: |rShadowmoon Valley","current_journal_source_and_species_era"
"wod","1456","Thicket Skitterer","85007","7","26","4","|cFFFFD200Pet Battle: |rSpires of Arak","current_journal_source_and_species_era"
"wod","1457","Icespine Hatchling","85003","7","26","4","|cFFFFD200Pet Battle: |rFrostfire Ridge","current_journal_source_and_species_era"
"wod","1462","Bloodsting Wasp","85255","2","26","4","|cFFFFD200Pet Battle: |rSpires of Arak","current_journal_source_and_species_era"
"wod","1463","Wood Wasp","85254","2","26","4","|cFFFFD200Pet Battle: |rGorgrond","current_journal_source_and_species_era"
"wod","1464","Twilight Wasp","85253","2","26","4","|cFFFFD200Pet Battle: |rFrostfire Ridge, Gorgrond","current_journal_source_and_species_era"
"wod","1465","Amberbarb Wasp","85257","2","26","4","|cFFFFD200Pet Battle: |rGorgrond","current_journal_source_and_species_era"
"wod","1468","Bloodbeak","85388","2","26","4","|cFFFFD200Pet Battle: |rTanaan Jungle","current_journal_source_and_species_era"
"wod","1469","Junglebeak","85192","2","26","4","|cFFFFD200Pet Battle: |rGorgrond","current_journal_source_and_species_era"
"wod","1470","Axebeak Hatchling","85389","2","26","4","|cFFFFD200Pet Battle: |rGorgrond","current_journal_source_and_species_era"
"wod","1572","Brilliant Bloodfeather","88385","2","26","4","|cFFFFD200Pet Battle: |rTalador","current_journal_source_and_species_era"
"wod","1573","Golden Dawnfeather","85798","2","26","4","|cFFFFD200Pet Battle: |rSpires of Arak","current_journal_source_and_species_era"
"wod","1578","Frostshell Pincher","88480","8","26","4","|cFFFFD200Pet Battle: |rFrostfire Ridge","current_journal_source_and_species_era"
"wod","1579","Ironclaw Scuttler","88474","8","26","4","|cFFFFD200Pet Battle:|r Frostfire Ridge","current_journal_source_and_species_era"
"wod","1581","Fen Crab","88473","8","26","4","|cFFFFD200Pet Battle:|r Tanaan Jungle|n","current_journal_source_and_species_era"
"wod","1582","Zangar Crawler","88466","8","26","4","|cFFFFD200Pet Battle: |rShadowmoon Valley","current_journal_source_and_species_era"
"wod","1583","Kelp Scuttler","88465","8","26","4","|cFFFFD200Pet Battle: |rTalador","current_journal_source_and_species_era"
"wod","1586","Cerulean Moth","88422","2","26","4","|cFFFFD200Pet Battle:|r Tanaan Jungle|n|n","current_journal_source_and_species_era"
"wod","1587","Royal Moth","88417","2","26","4","|cFFFFD200Pet Battle: |rShadowmoon Valley, Talador","current_journal_source_and_species_era"
"wod","1589","Crimsonwing Moth","88413","2","26","4","|cFFFFD200Pet Battle: |rTalador","current_journal_source_and_species_era"
"wod","1590","Swamplighter Firefly","88359","2","26","4","|cFFFFD200Pet Battle: |rHighmountain, Spires of Arak","current_journal_source_and_species_era"
"wod","1591","Violet Firefly","88357","2","26","4","|cFFFFD200Pet Battle:|r Tanaan Jungle|n","current_journal_source_and_species_era"
"wod","1592","Sapphire Firefly","88356","2","26","4","|cFFFFD200Pet Battle: |rSpires of Arak","current_journal_source_and_species_era"
"wod","1593","Waterfly","88355","2","26","4","|cFFFFD200Pet Battle: |r Shadowmoon Valley, Talador, Tanaan Jungle","current_journal_source_and_species_era"
"wod","1594","Mudback Calf","88571","7","26","4","|cFFFFD200Pet Battle: |rGorgrond","current_journal_source_and_species_era"
"wod","1595","Flat-Tooth Calf","88572","7","26","4","|cFFFFD200Pet Battle: |rTalador","current_journal_source_and_species_era"
"wod","1599","Shadow Sporebat","88576","2","26","4","|cFFFFD200Pet Battle: |rTalador","current_journal_source_and_species_era"
"wod","1615","Parched Lizard","89194","7","26","4","|cFFFFD200Pet Battle: |rGorgrond","current_journal_source_and_species_era"
"wrath","523","Devouring Maggot","62640","7","26","4","|cFFFFD200Pet Battle: |rHowling Fjord","handynotes_safari:HandyNotes_WrathOfTheLichKing"
"wrath","529","Fjord Worg Pup","62669","7","26","4","|cFFFFD200Pet Battle: |rHowling Fjord","handynotes_safari:HandyNotes_WrathOfTheLichKing"
"wrath","534","Imperial Eagle Chick","62819","2","26","4","|cFFFFD200Pet Battle: |rGrizzly Hills","handynotes_safari:HandyNotes_WrathOfTheLichKing"
"wrath","537","Dragonbone Hatchling","62852","2","26","4","|cFFFFD200Pet Battle: |rDragonblight","handynotes_safari:HandyNotes_WrathOfTheLichKing"
"wrath","639","Borean Marmot","62695","4","24","4","|cFFFFD200Pet Battle: |rBorean Tundra","handynotes_safari:HandyNotes_WrathOfTheLichKing"
"wrath","644","Fjord Rat","62641","4","26","4","|cFFFFD200Pet Battle: |rHowling Fjord","handynotes_safari:HandyNotes_WrathOfTheLichKing"
"wrath","647","Grizzly Squirrel","62818","4","26","4","|cFFFFD200Pet Battle: |rGrizzly Hills, Twilight Highlands","handynotes_safari:HandyNotes_WrathOfTheLichKing"
"wrath","649","Biletoad","62815","8","26","4","|cFFFFD200Pet Battle: |rSholazar Basin|n","handynotes_safari:HandyNotes_WrathOfTheLichKing"
"wrath","1167","Emerald Proto-Whelp","68850","1","26","4","|cFFFFD200Pet Battle:|r Sholazar Basin|n","current_journal_source_location"
